url,date
https://www.thedrive.com/the-war-zone/26916/8-f-15xs-for-usaf-and-22-f-5s-for-navy-in-2020-budget-request,2019-03-12
https://www.thedrive.com/the-war-zone/26899/us-navy-destroyers-and-royal-navy-ships-use-these-big-blow-up-anti-ship-missile-decoys,2019-03-12
https://www.thedrive.com/the-war-zone/26880/enough-with-the-indian-mig-21-bison-versus-pakistani-f-16-viper-bullshit,2019-03-11
https://www.thedrive.com/the-war-zone/26980/north-korean-resistance-group-was-reportedly-behind-mysterious-embassy-raid-in-spain,2019-03-16
https://www.thedrive.com/the-war-zone/26939/japan-buying-joint-strike-missiles-for-its-f-35as-is-a-much-bigger-deal-than-it-sounds,2019-03-13
https://www.thedrive.com/the-war-zone/26915/navys-budget-requests-two-huge-missile-laden-drone-ships-that-displace-2000-tons,2019-03-12
https://www.thedrive.com/the-war-zone/26983/bunker-talk-lets-chat-about-all-the-stories-we-did-and-didnt-report-on-this-week-13,2019-03-16
https://www.thedrive.com/the-war-zone/25712/russia-is-looking-back-to-the-future-to-replace-its-giant-an-124-cargo-aircraft,2018-12-29
https://www.thedrive.com/the-war-zone/25709/bunker-talk-lets-chat-about-all-the-stories-we-did-and-didnt-report-on-this-week-2,2018-12-28
https://www.thedrive.com/the-war-zone/25728/chinas-new-york-city-sized-earthquake-warning-system-sounds-more-like-way-to-talk-to-subs,2018-12-31
https://www.thedrive.com/the-war-zone/25668/heres-our-first-look-at-sikorsky-and-boeings-defiant-compound-helicopter-prototype,2018-12-26
https://www.thedrive.com/the-war-zone/25650/read-mattiss-final-communique-to-those-in-uniform-keeping-watch-by-night-over-christmas,2018-12-24
https://www.thedrive.com/the-war-zone/25704/usaf-t-38-talon-community-suffers-again-as-jet-skids-off-the-runway-at-virginia-airport,2018-12-28
https://www.thedrive.com/the-war-zone/25687/ukraine-returns-electronic-warfare-choppers-to-service-amid-fears-of-war-with-russia,2018-12-27
https://www.thedrive.com/the-war-zone/25665/trump-is-finally-winging-his-way-to-the-middle-east-to-visit-the-troops,2018-12-26
https://www.thedrive.com/the-war-zone/25660/putin-announces-early-new-years-gift-of-successful-hypersonic-glide-vehicle-test,2018-12-26
https://www.thedrive.com/the-war-zone/25646/behold-this-gorgeous-shot-of-an-e-2d-hawkeye-testing-its-new-refueling-capability-with-a-kc-10,2018-12-23
https://www.thedrive.com/the-war-zone/25671/trump-had-never-seen-anything-like-his-secretive-flight-to-iraq-aboard-air-force-one,2018-12-26
https://www.thedrive.com/the-war-zone/25694/the-time-air-force-one-took-evasive-maneuvers-to-defend-itself-against-syrian-migs,2018-12-27
https://www.thedrive.com/the-war-zone/25693/soldiers-in-texas-are-putting-the-armys-newest-marksman-rifle-through-its-paces,2018-12-27
https://www.thedrive.com/the-war-zone/25701/syrian-standoff-kurds-ask-assad-for-help-fighting-turkish-forces-as-americans-leave,2018-12-28
https://www.thedrive.com/the-war-zone/25736/letter-from-the-editor-to-the-war-zones-readers-as-a-new-year-dawns,2018-12-31
https://www.thedrive.com/the-war-zone/26639/boeing-just-teased-a-big-reveal-for-australias-avalon-air-show-what-could-it-be,2019-02-25
https://www.thedrive.com/the-war-zone/26580/watch-this-oregon-air-guard-f-15c-catch-the-arresting-cable-during-emergency-landing-at-pdx,2019-02-20
https://www.thedrive.com/the-war-zone/26583/canada-is-officially-trying-to-buy-germanys-unwanted-and-unflyable-rq-4e-euro-hawk-drone,2019-02-21
https://www.thedrive.com/the-war-zone/26651/northrop-grumman-is-vying-to-give-b-52-bomber-a-game-changing-new-radar,2019-02-26
https://www.thedrive.com/the-war-zone/26592/airbuss-record-setting-compound-helicopter-could-become-the-armys-new-armed-scout-chopper,2019-02-21
https://www.thedrive.com/the-war-zone/26606/picture-of-newest-m1-abrams-tank-variant-with-previously-unseen-turret-armor-emerges,2019-02-22
https://www.thedrive.com/the-war-zone/26642/pakistan-promises-retaliation-makes-nuclear-threats-after-indian-jets-bomb-its-territory,2019-02-26
https://www.thedrive.com/the-war-zone/26613/lamborghini-tried-to-break-into-the-military-market-with-its-g-i-joe-toy-looking-cheetah,2019-02-23
https://www.thedrive.com/the-war-zone/26656/boeing-will-unveil-this-loyal-wingman-combat-drone-for-australias-air-force-tomorrow,2019-02-26
https://www.thedrive.com/the-war-zone/26662/behold-the-most-detailed-photo-taken-of-an-airborne-f-117-nighthawk-in-over-a-decade,2019-02-27
https://www.thedrive.com/the-war-zone/26640/pakistan-says-it-scrambled-fighters-to-intercept-indian-jets-violating-its-airspace,2019-02-25
https://www.thedrive.com/the-war-zone/26665/indian-pakistan-air-war-erupts-ending-in-captured-pilot-and-growing-fears-of-all-out-war,2019-02-27
https://www.thedrive.com/the-war-zone/26629/iran-claims-it-tested-a-submarine-launched-anti-ship-missile-capable-of-standoff-strikes,2019-02-25
https://www.thedrive.com/the-war-zone/26575/lockheed-martin-deletes-claim-that-its-rebranded-f-21-could-be-a-path-to-indian-f-35s,2019-02-20
https://www.thedrive.com/the-war-zone/26614/bunker-talk-lets-chat-about-all-the-stories-we-did-and-didnt-report-on-this-week-10,2019-02-22
https://www.thedrive.com/the-war-zone/26597/oregon-f-15-fired-millions-worth-of-missiles-into-the-sea-before-emergency-landing,2019-02-21
https://www.thedrive.com/the-war-zone/26635/heres-what-it-looked-like-inside-the-airbus-that-was-wing-rocking-violently-over-gibraltar,2019-02-25
https://www.thedrive.com/the-war-zone/26659/moscow-has-a-syria-fracture-propaganda-train-loaded-with-war-trophies-crisscrossing-russia,2019-02-26
https://www.thedrive.com/the-war-zone/26582/israeli-firm-turns-ballistic-missile-surrogate-into-air-launched-bunker-busting-missile,2019-02-20
https://www.thedrive.com/the-war-zone/26599/this-containerized-missile-launcher-could-give-almost-any-ship-short-range-air-defenses,2019-02-22
https://www.thedrive.com/the-war-zone/25809/a-10s-come-to-the-rescue-of-desperate-troops-in-afghanistan-in-this-awesome-gun-camera-footage,2019-01-05
https://www.thedrive.com/the-war-zone/25784/what-u-s-submariners-actually-say-about-detection-of-so-called-unidentified-submerged-objects,2019-01-03
